"Code","Name","Date","adult_beds_open","adult_beds_available","adult_beds_occupied","Occupied_rate","Emergency_catchment_pop_2017","cc_beds_per_100000"
"RAJ","Southend University Hospital NHS Foundation Trust",2020-01-02,26,3,23,0.884615384615385,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-01-03,26,4,22,0.846153846153846,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-01-04,26,2,24,0.923076923076923,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-01-05,26,2,24,0.923076923076923,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-01-06,28,0,28,1,314097,8.91444362728711
"RAJ","Southend University Hospital NHS Foundation Trust",2020-01-07,27,0,27,1,314097,8.59607064059829
"RAJ","Southend University Hospital NHS Foundation Trust",2020-01-08,26,0,26,1,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-01-09,27,0,27,1,314097,8.59607064059829
"RAJ","Southend University Hospital NHS Foundation Trust",2020-01-10,26,2,24,0.923076923076923,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-01-11,26,4,22,0.846153846153846,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-01-12,26,5,21,0.807692307692308,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-01-13,26,3,23,0.884615384615385,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-01-14,26,2,24,0.923076923076923,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-01-15,26,2,24,0.923076923076923,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-01-16,26,0,26,1,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-01-17,26,0,26,1,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-01-18,26,4,22,0.846153846153846,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-01-19,26,2,24,0.923076923076923,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-01-20,26,0,26,1,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-01-21,26,2,24,0.923076923076923,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-01-22,26,4,22,0.846153846153846,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-01-23,26,1,25,0.961538461538462,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-01-24,26,3,23,0.884615384615385,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-01-25,26,3,23,0.884615384615385,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-01-26,26,5,21,0.807692307692308,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-01-27,26,0,26,1,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-01-28,26,4,22,0.846153846153846,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-01-29,26,2,24,0.923076923076923,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-01-30,26,0,26,1,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-01-31,26,4,22,0.846153846153846,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-02-01,26,4,22,0.846153846153846,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-02-02,26,1,25,0.961538461538462,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-02-03,26,0,26,1,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-02-04,26,2,24,0.923076923076923,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-02-05,26,3,23,0.884615384615385,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-02-06,26,3,23,0.884615384615385,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-02-07,26,4,22,0.846153846153846,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-02-08,26,5,21,0.807692307692308,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-02-09,26,5,21,0.807692307692308,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-02-10,26,2,24,0.923076923076923,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-02-11,26,0,26,1,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-02-12,26,26,0,0,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-02-13,26,26,0,0,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-02-14,26,4,22,0.846153846153846,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-02-15,26,4,22,0.846153846153846,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-02-16,26,4,22,0.846153846153846,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-02-17,26,3,23,0.884615384615385,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-02-18,26,1,25,0.961538461538462,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-02-19,26,4,22,0.846153846153846,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-02-20,26,2,24,0.923076923076923,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-02-21,26,0,26,1,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-02-22,26,2,24,0.923076923076923,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-02-23,26,1,25,0.961538461538462,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-02-24,27,0,27,1,314097,8.59607064059829
"RAJ","Southend University Hospital NHS Foundation Trust",2020-02-25,26,2,24,0.923076923076923,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-02-26,26,3,23,0.884615384615385,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-02-27,26,1,25,0.961538461538462,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-02-28,26,1,25,0.961538461538462,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-02-29,26,4,22,0.846153846153846,314097,8.27769765390946
"RAJ","Southend University Hospital NHS Foundation Trust",2020-03-01,26,3,23,0.884615384615385,314097,8.27769765390946
"RC1","Bedford Hospital NHS Trust",2019-12-02,11,7,4,0.363636363636364,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2019-12-03,11,6,5,0.454545454545455,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2019-12-04,11,4,7,0.636363636363636,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2019-12-05,11,4,7,0.636363636363636,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2019-12-06,11,3,8,0.727272727272727,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2019-12-07,11,4,7,0.636363636363636,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2019-12-08,11,3,8,0.727272727272727,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2019-12-09,11,3,8,0.727272727272727,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2019-12-10,11,3,8,0.727272727272727,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2019-12-11,11,4,7,0.636363636363636,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2019-12-12,11,3,8,0.727272727272727,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2019-12-13,11,2,9,0.818181818181818,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2019-12-14,11,3,8,0.727272727272727,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2019-12-15,11,3,8,0.727272727272727,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2019-12-16,11,4,7,0.636363636363636,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2019-12-17,11,4,7,0.636363636363636,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2019-12-18,11,3,8,0.727272727272727,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2019-12-19,11,4,7,0.636363636363636,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2019-12-20,11,4,7,0.636363636363636,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2019-12-21,11,3,8,0.727272727272727,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2019-12-22,11,4,7,0.636363636363636,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2019-12-23,11,4,7,0.636363636363636,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2019-12-24,11,5,6,0.545454545454545,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2019-12-25,11,6,5,0.454545454545455,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2019-12-26,11,8,3,0.272727272727273,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2019-12-27,11,5,6,0.545454545454545,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2019-12-28,11,2,9,0.818181818181818,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2019-12-29,11,3,8,0.727272727272727,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2019-12-30,11,4,7,0.636363636363636,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2019-12-31,11,4,7,0.636363636363636,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-01-01,11,5,6,0.545454545454545,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-01-02,11,4,7,0.636363636363636,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-01-03,11,5,6,0.545454545454545,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-01-04,11,4,7,0.636363636363636,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-01-05,11,3,8,0.727272727272727,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-01-06,11,2,9,0.818181818181818,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-01-07,11,3,8,0.727272727272727,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-01-08,11,1,10,0.909090909090909,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-01-09,11,2,9,0.818181818181818,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-01-10,11,4,7,0.636363636363636,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-01-11,11,4,7,0.636363636363636,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-01-12,11,4,7,0.636363636363636,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-01-13,11,4,7,0.636363636363636,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-01-14,11,4,7,0.636363636363636,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-01-15,11,2,9,0.818181818181818,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-01-16,11,2,9,0.818181818181818,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-01-17,11,5,6,0.545454545454545,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-01-18,11,4,7,0.636363636363636,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-01-19,11,5,6,0.545454545454545,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-01-20,11,5,6,0.545454545454545,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-01-21,11,7,4,0.363636363636364,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-01-22,11,6,5,0.454545454545455,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-01-23,11,5,6,0.545454545454545,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-01-24,11,6,5,0.454545454545455,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-01-25,11,5,6,0.545454545454545,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-01-26,11,5,6,0.545454545454545,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-01-27,11,6,5,0.454545454545455,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-01-28,11,3,8,0.727272727272727,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-01-29,11,2,9,0.818181818181818,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-01-30,11,3,8,0.727272727272727,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-01-31,11,3,8,0.727272727272727,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-02-01,11,2,9,0.818181818181818,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-02-02,11,4,7,0.636363636363636,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-02-03,11,3,8,0.727272727272727,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-02-04,11,5,6,0.545454545454545,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-02-05,11,5,6,0.545454545454545,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-02-06,11,4,7,0.636363636363636,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-02-07,11,5,6,0.545454545454545,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-02-08,11,6,5,0.454545454545455,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-02-09,11,3,8,0.727272727272727,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-02-10,11,5,6,0.545454545454545,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-02-11,11,4,7,0.636363636363636,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-02-12,11,3,8,0.727272727272727,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-02-13,11,3,8,0.727272727272727,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-02-14,11,4,7,0.636363636363636,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-02-15,11,4,7,0.636363636363636,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-02-16,11,5,6,0.545454545454545,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-02-17,11,2,9,0.818181818181818,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-02-18,11,2,9,0.818181818181818,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-02-19,11,3,8,0.727272727272727,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-02-20,11,4,7,0.636363636363636,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-02-21,11,2,9,0.818181818181818,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-02-22,11,3,8,0.727272727272727,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-02-23,11,2,9,0.818181818181818,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-02-24,11,3,8,0.727272727272727,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-02-25,11,3,8,0.727272727272727,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-02-26,11,2,9,0.818181818181818,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-02-27,11,4,7,0.636363636363636,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-02-28,11,3,8,0.727272727272727,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-02-29,11,3,8,0.727272727272727,234713,4.68657466778576
"RC1","Bedford Hospital NHS Trust",2020-03-01,11,3,8,0.727272727272727,234713,4.68657466778576
"RC9","Luton and Dunstable University Hospital NHS Foundation Trust",2019-12-02,18,7,11,0.611111111111111,380561,4.72985933923865
"RC9","Luton and Dunstable University Hospital NHS Foundation Trust",2019-12-03,18,4,14,0.777777777777778,380561,4.72985933923865
"RC9","Luton and Dunstable University Hospital NHS Foundation Trust",2019-12-04,18,6,12,0.666666666666667,380561,4.72985933923865
"RC9","Luton and Dunstable University Hospital NHS Foundation Trust",2019-12-05,18,6,12,0.666666666666667,380561,4.72985933923865
"RC9","Luton and Dunstable University Hospital NHS Foundation Trust",2019-12-06,18,6,12,0.666666666666667,380561,4.72985933923865
"RC9","Luton and Dunstable University Hospital NHS Foundation Trust",2019-12-07,18,5,13,0.722222222222222,380561,4.72985933923865
"RC9","Luton and Dunstable University Hospital NHS Foundation Trust",2019-12-08,18,6,12,0.666666666666667,380561,4.72985933923865
"RC9","Luton and Dunstable University Hospital NHS Foundation Trust",2019-12-09,18,5,13,0.722222222222222,380561,4.72985933923865
"RC9","Luton and Dunstable University Hospital NHS Foundation Trust",2019-12-10,18,7,11,0.611111111111111,380561,4.72985933923865
"RC9","Luton and Dunstable University Hospital NHS Foundation Trust",2019-12-11,18,8,10,0.555555555555556,380561,4.72985933923865
"RC9","Luton and Dunstable University Hospital NHS Foundation Trust",2019-12-12,18,7,11,0.611111111111111,380561,4.72985933923865
"RC9","Luton and Dunstable University Hospital NHS Foundation Trust",2019-12-13,18,5,13,0.722222222222222,380561,4.72985933923865
"RC9","Luton and Dunstable University Hospital NHS Foundation Trust",2019-12-14,18,2,16,0.888888888888889,380561,4.72985933923865
"RC9","Luton and Dunstable University Hospital NHS Foundation Trust",2019-12-15,18,5,13,0.722222222222222,380561,4.72985933923865
"RC9","Luton and Dunstable University Hospital NHS Foundation Trust",2019-12-16,18,6,12,0.666666666666667,380561,4.72985933923865
